"Name","Lifetime","Nationality","Notable.as","Orientation","Sex","Era","Name.old","Partners","Link"
" Farzana Doctor","†","Canadian","Writer","L","F","AD","Farzana Doctor","0","https://en.wikipedia.org/wiki/Farzana_Doctor"
" Betty Dodson","1929","American","Sex educator","B","F","AD","Betty Dodson","0","https://en.wikipedia.org/wiki/Betty_Dodson"
" Owen Dodson","1914-1983","American","Poet, novelist, playwright","G","M","AD","Owen Dodson","0","https://en.wikipedia.org/wiki/Owen_Dodson"
" Terry Dolan","1950-1986","American","Republican Party operative","G","M","AD","Terry Dolan","0","https://en.wikipedia.org/wiki/Terry_Dolan"
" Domenico Dolce","1958","Italian","Fashion designer, Dolce & Gabbana","G","M","AD","Domenico Dolce","Stefano Gabbana (1982ñc.<U+2009>2003)","https://en.wikipedia.org/wiki/Domenico_Dolce"
" Ann Donahue","†","American","Television writer","L","F","AD","Ann Donahue","0","https://en.wikipedia.org/wiki/Ann_Donahue"
" Stephen Donaldson","1946-1996","American","Activist","G","M","AD","Stephen Donaldson","0","https://en.wikipedia.org/wiki/Stephen_Donaldson"
" Dong Xian","23-1†","Chinese (Han Dynasty)","Courtier","B","M","BC","Dong Xian","Married","https://en.wikipedia.org/wiki/Dong_Xian"
" Emma Donoghue","1969","Irish","Writer","L","F","AD","Emma Donoghue","Christine Roulston","https://en.wikipedia.org/wiki/Emma_Donoghue"
" Amanda Donohoe","1962","English","Actor","B","F","AD","Amanda Donohoe","Russell Haswell","https://en.wikipedia.org/wiki/Amanda_Donohoe"
" Savannah Dooley","1985","American","Screenwriter","L","F","AD","Savannah Dooley","0","https://en.wikipedia.org/wiki/Savannah_Dooley"
" Thomas Anthony Dooley","1927-1961","American","Humanitarian","G","M","AD","Thomas Anthony Dooley","0","https://en.wikipedia.org/wiki/Thomas_Anthony_Dooley"
" Heinz Dormer","1912-2001","German","Youth leader, imprisoned by Nazis","G","M","AD","Heinz D√∂rmer","0","https://en.wikipedia.org/wiki/Heinz_Dormer"
" Mark Doty","1953","American","Poet","G","M","AD","Mark Doty","0","https://en.wikipedia.org/wiki/Mark_Doty"
" Lord Alfred Douglas","1870-1945","English","Poet, lover of Oscar Wilde","B","M","AD","Lord Alfred Douglas","Olive Custance (1902ñ1944)","https://en.wikipedia.org/wiki/Lord_Alfred_Douglas"
" Kyan Douglas","1970","American","Reality show host","G","M","AD","Kyan Douglas","0","https://en.wikipedia.org/wiki/Kyan_Douglas"
" Michelle Douglas","1963","Canadian","Former soldier, LGBT rights activist","L","F","AD","Michelle Douglas","0","https://en.wikipedia.org/wiki/Michelle_Douglas"
" Orville Lloyd Douglas","1976","Canadian","Writer","G","M","AD","Orville Lloyd Douglas","0","https://en.wikipedia.org/wiki/Orville_Lloyd_Douglas"
" Edward Douglas Scott Montagu 3rd Baron of Beaulieu","1927","English","Politician","B","M","AD","Edward Douglas-Scott-Montagu, 3rd Baron Montagu of Beaulieu","0","0"
" Gregory Douglass","1980","American","Musician","G","M","AD","Gregory Douglass","0","https://en.wikipedia.org/wiki/Gregory_Douglass"
" Robert Dover","1956","American","Equestrian","G","M","AD","Robert Dover","0","https://en.wikipedia.org/wiki/Robert_Dover"
" Brian Dowling","1978","Irish","Television presenter","G","M","AD","Brian Dowling","0","https://en.wikipedia.org/wiki/Brian_Dowling"
" J D Doyle","1947","American","Radio producer, Queer Music Collector","G","M","AD","JD Doyle","0","0"
" David Drake","1963","American","Actor","G","M","AD","David Drake","0","https://en.wikipedia.org/wiki/David_Drake"
" Karla Drenner","1961","American","Politician, academic","L","F","AD","Karla Drenner","0","https://en.wikipedia.org/wiki/Karla_Drenner"
" Donna Dresch","†","American","Rock musician","L","F","AD","Donna Dresch","0","https://en.wikipedia.org/wiki/Donna_Dresch"
" James Dreyfus","1968","English","Actor","G","M","AD","James Dreyfus","0","https://en.wikipedia.org/wiki/James_Dreyfus"
" Tom Driberg Baron Bradwell","1905-1976","English","Politician, journalist","G","M","AD","Tom Driberg, Baron Bradwell","0","0"
" Nancy Drolet","1973","Canadian","Ice hockey player","L","F","AD","Nancy Drolet","0","https://en.wikipedia.org/wiki/Nancy_Drolet"
" Ed Droste","1978","American","Musician","G","M","AD","Ed Droste","0","https://en.wikipedia.org/wiki/Ed_Droste"
" Drubskin","1973","American","Artist","G","M","AD","Drubskin","0","https://en.wikipedia.org/wiki/Drubskin"
" Malka Drucker","1945","American","Rabbi, writer","L","F","AD","Malka Drucker","0","https://en.wikipedia.org/wiki/Malka_Drucker"
" Thomas Duane","1955","American","Politician","G","M","AD","Thomas Duane","0","https://en.wikipedia.org/wiki/Thomas_Duane"
" Martin Duberman","1932","American","Historian","G","M","AD","Martin Duberman","0","https://en.wikipedia.org/wiki/Martin_Duberman"
" Rene Daniel Dubois","1955","Canadian","Writer","G","M","AD","Ren√©-Daniel Dubois","0","0"
" Sandi Simcha Du Bowski","1970","American","Filmmaker","G","M","AD","Sandi Simcha DuBowski","0","0"
" Carol Ann Duffy","1955","Scottish","Poet","L","F","AD","Carol Ann Duffy","Peter Benson[citation needed]","https://en.wikipedia.org/wiki/Carol_Ann_Duffy"
" Maureen Duffy","1933","English","Writer","L","F","AD","Maureen Duffy","0","https://en.wikipedia.org/wiki/Maureen_Duffy"
" Bevan Dufty","1955","American","Politician","G","M","AD","Bevan Dufty","0","https://en.wikipedia.org/wiki/Bevan_Dufty"
" Bonnie Dumanis","1951","American","District Attorney","L","F","AD","Bonnie Dumanis","0","https://en.wikipedia.org/wiki/Bonnie_Dumanis"
" Daphne du Maurier","1907-1989","English","Author","B","F","AD","Daphne du Maurier","Lieutenant General Sir Frederick Browning
(1932-1965; his death)","https://en.wikipedia.org/wiki/Daphne_du_Maurier"
" Karen Dunbar","1971","Scottish","Comedian","L","F","AD","Karen Dunbar","0","https://en.wikipedia.org/wiki/Karen_Dunbar"
" Alice Dunbar Nelson","1875-1935","American","Poet, journalist, political activist","B","F","AD","Alice Dunbar-Nelson","Paul Laurence Dunbar (1898-1906)
Henry A. Callis (1910-191_)
Robert J. Nelson (1916-1935)","https://en.wikipedia.org/wiki/Alice_Dunbar_Nelson"
" Alan Duncan","1957","English","Member of Parliament","G","M","AD","Alan Duncan","James Dunseath","https://en.wikipedia.org/wiki/Alan_Duncan"
" Isadora Duncan","1887-1927","American","Dancer","B","F","AD","Isadora Duncan","0","https://en.wikipedia.org/wiki/Isadora_Duncan"
" Ian Campbell Dunn","1943-1998","Scottish","LGBT rights activist","G","M","AD","Ian Campbell Dunn","0","https://en.wikipedia.org/wiki/Ian_Campbell_Dunn"
" Kristyn Dunnion","1969","Canadian","writer, performance artist","L","F","AD","Kristyn Dunnion","0","https://en.wikipedia.org/wiki/Kristyn_Dunnion"
" Don Dunstan","1926-1999","Australian","Politician","G","M","AD","Don Dunstan","Gretel Elsasser 
(1949ñ1974)
Adele Koh 
(1976ñ1978; her death)","https://en.wikipedia.org/wiki/Don_Dunstan"
" Cheryl Dunye","1966","American","Film director","L","F","AD","Cheryl Dunye","0","https://en.wikipedia.org/wiki/Cheryl_Dunye"
" Imke Duplitzer","1975","German","Olympic fencer","L","F","AD","Imke Duplitzer","0","https://en.wikipedia.org/wiki/Imke_Duplitzer"
" Alonso Duralde","1967","American","Film critic","G","M","AD","Alonso Duralde","0","https://en.wikipedia.org/wiki/Alonso_Duralde"
" John Duran","†","American","Mayor of West Hollywood","G","M","AD","John Duran","0","https://en.wikipedia.org/wiki/John_Duran"
" Eric Durchholz","1972","American","Author","G","M","AD","Eric Durchholz","0","https://en.wikipedia.org/wiki/Eric_Durchholz"
" Eleonora Duse","1859-1924","Italian","Actor","B","F","AD","Eleonora Duse","0","https://en.wikipedia.org/wiki/Eleonora_Duse"
" Guillaume Dustan","1965-2005","French","Writer","G","M","AD","Guillaume Dustan","0","https://en.wikipedia.org/wiki/Guillaume_Dustan"
" Andrea Dworkin","1946-2005","American","Feminist, LGBT rights activist","L","F","AD","Andrea Dworkin","Cornelius (Iwan) Dirk de Bruin (1969ñ1972)John Stoltenberg (1998-2005, her death)","https://en.wikipedia.org/wiki/Andrea_Dworkin"
" Deborah Dyer","1967","English","Rock musician","B","F","AD","Deborah Dyer","0","https://en.wikipedia.org/wiki/Deborah_Dyer"
" Elana Dykewomon","1949","American","Activist, writer","L","F","AD","Elana Dykewomon","0","https://en.wikipedia.org/wiki/Elana_Dykewomon"
" Lillian Faderman","1940","American","Writer, educator","L","F","AD","Lillian Faderman","Phyllis Irwin[1]","https://en.wikipedia.org/wiki/Lillian_Faderman"
" Richard Fairbrass","1953","English","Musician (Right Said Fred)","B","M","AD","Richard Fairbrass","0","https://en.wikipedia.org/wiki/Richard_Fairbrass"
" Tiffani Faison","1977","American","Chef, reality show contestant","B","F","AD","Tiffani Faison","0","https://en.wikipedia.org/wiki/Tiffani_Faison"
" Marianne Faithfull","1946","English","Rock musician, actor","B","F","AD","Marianne Faithfull","John Dunbar (m.†1965ñ66)
Ben Brierly (m.†1979ñ86)
Giorgio Della Terza (m.†1988ñ91)","https://en.wikipedia.org/wiki/Marianne_Faithfull"
" Peter Fallico","†","Canadian","Interior designer, television personality","G","M","AD","Peter Fallico","0","https://en.wikipedia.org/wiki/Peter_Fallico"
" Sam Falson","1982","American","Singer","G","M","AD","Sam Falson","0","https://en.wikipedia.org/wiki/Sam_Falson"
" Rotimi Fani Kayode","1955-1989","Nigerian","Photographer","G","M","AD","Rotimi Fani-Kayode","0","0"
" Gareth Farr","1968","New Zealander","Contemporary classical composer, drag performer","G","M","AD","Gareth Farr","0","https://en.wikipedia.org/wiki/Gareth_Farr"
" Jane Farrow","1961","Canadian","Writer, broadcaster","L","F","AD","Jane Farrow","0","https://en.wikipedia.org/wiki/Jane_Farrow"
" Daniel Farson","1927-1997","English","Writer and broadcaster","G","M","AD","Daniel Farson","0","https://en.wikipedia.org/wiki/Daniel_Farson"
" Justin Fashanu","1961-1998","British","Footballer","G","M","AD","Justin Fashanu","0","https://en.wikipedia.org/wiki/Justin_Fashanu"
" Brigitte Fassbaender","1939","German","Opera singer","L","F","AD","Brigitte Fassbaender","0","https://en.wikipedia.org/wiki/Brigitte_Fassbaender"
" Rainer Werner Fassbinder","1945-1982","German","Film director","G","M","AD","Rainer Werner Fassbinder","Ingrid Caven (m.†1970; div.†1972)","https://en.wikipedia.org/wiki/Rainer_Werner_Fassbinder"
" Brenda Fassie","1964-2004","South African","Pop musician","B","F","AD","Brenda Fassie","0","https://en.wikipedia.org/wiki/Brenda_Fassie"
" Freda du Faur","1882-1935","Australian","Mountaineer","L","F","AD","Freda du Faur","0","https://en.wikipedia.org/wiki/Freda_du_Faur"
" Frances Faye","1912-1991","American","Cabaret musician","B","F","AD","Frances Faye","Teri Shepherd","https://en.wikipedia.org/wiki/Frances_Faye"
" Fredrick Federley","1978","Swedish","Politician","G","M","AD","Fredrick Federley","Jonny K Federley","https://en.wikipedia.org/wiki/Fredrick_Federley"
" Mark Feehily","1980","Irish","Pop musician (Westlife)","G","M","AD","Mark Feehily","0","https://en.wikipedia.org/wiki/Mark_Feehily"
" Anselmo Feleppa","1956-1993","Brazilian","Fashion designer","G","M","AD","Anselmo Feleppa","0","https://en.wikipedia.org/wiki/Anselmo_Feleppa"
" Antonio A Feliz","†","American","Clergy","G","M","AD","Antonio A. Feliz","0","0"
" Art Feltman","1958","American","Politician","G","M","AD","Art Feltman","0","https://en.wikipedia.org/wiki/Art_Feltman"
" John Fennell","1995","Canadian","Olympic luger","G","M","AD","John Fennell","0","https://en.wikipedia.org/wiki/John_Fennell"
" Steen Fenrich","1981-1999","American","Teenager murdered by his stepfather","G","M","AD","Steen Fenrich","0","https://en.wikipedia.org/wiki/Steen_Fenrich"
" James Fenton","1949","English","Writer, academic","G","M","AD","James Fenton","0","https://en.wikipedia.org/wiki/James_Fenton"
" Kevin Fenton","1966","Scottish","Physician, epidemiologist","G","M","AD","Kevin Fenton","0","https://en.wikipedia.org/wiki/Kevin_Fenton"
" Fergie","1975","American","Singer, model, fashion designer","B","F","AD","Fergie","0","https://en.wikipedia.org/wiki/Fergie"
" Jesse Tyler Ferguson","1975","American","Actor","G","M","AD","Jesse Tyler Ferguson","Justin Mikita (m.†2013)","https://en.wikipedia.org/wiki/Jesse_Tyler_Ferguson"
" Dominique Fernandez","1929","French","Writer, academic","L","F","AD","Dominique Fernandez","0","https://en.wikipedia.org/wiki/Dominique_Fernandez"
" Lynne Fernie","1946","Canadian","Filmmaker","L","F","AD","Lynne Fernie","0","https://en.wikipedia.org/wiki/Lynne_Fernie"
" Ferrandino Mark","1977","American","Politician","G","M","AD","Ferrandino, MarkMark Ferrandino","Gregory Wertsch[5]","https://en.wikipedia.org/wiki/Mark_Ferrandino"
" Frank Ferri","1954","American","Politician","G","M","AD","Frank Ferri","Tony Caparco","https://en.wikipedia.org/wiki/Frank_Ferri"
" Melissa Ferrick","1970","American","Rock musician","B","F","AD","Melissa Ferrick","0","https://en.wikipedia.org/wiki/Melissa_Ferrick"
" Michelle Ferris","1976","Australian","Olympic cyclist","L","F","AD","Michelle Ferris","0","https://en.wikipedia.org/wiki/Michelle_Ferris"
" Robert Ferro","1941-1988","American","Writer","G","M","AD","Robert Ferro","0","https://en.wikipedia.org/wiki/Robert_Ferro"
" Tiziano Ferro","1980","Italian","Singer","G","M","AD","Tiziano Ferro","0","https://en.wikipedia.org/wiki/Tiziano_Ferro"
" Edward Field","1924","American","Poet","G","M","AD","Edward Field","0","https://en.wikipedia.org/wiki/Edward_Field"
" Patricia Field","1941","American","Costume designer, stylist","L","F","AD","Patricia Field","0","https://en.wikipedia.org/wiki/Patricia_Field"
" Danny Fields","1941","American","Journalist, promoter, author","G","M","AD","Danny Fields","0","https://en.wikipedia.org/wiki/Danny_Fields"
" Harvey Fierstein","1952","American","Actor","G","M","AD","Harvey Fierstein","0","https://en.wikipedia.org/wiki/Harvey_Fierstein"
" Timothy Findley","1930-2002","Canadian","Novelist, playwright","G","M","AD","Timothy Findley","Bill Whitehead","https://en.wikipedia.org/wiki/Timothy_Findley"
" Leonor Fini","1907-1996","Argentinian","Painter","B","M","AD","Leonor Fini","0","https://en.wikipedia.org/wiki/Leonor_Fini"
" Tom of Finland","1920-1991","Finnish","Artist","G","M","AD","Tom of Finland","0","https://en.wikipedia.org/wiki/Tom_of_Finland"
" Leslie Fish","†","American","Musician, author, political activist","B","F","AD","Leslie Fish","0","https://en.wikipedia.org/wiki/Leslie_Fish"
" Jeremy Fisher","1954","New Zealander","Writer","G","M","AD","Jeremy Fisher","0","https://en.wikipedia.org/wiki/Jeremy_Fisher"
" M F K Fisher","1908-1992","American","Writer","B","M","AD","M. F. K. Fisher","0","0"
" Fitz Patrick Joe","1967","Scottish","Politician","G","M","AD","FitzPatrick, JoeJoe FitzPatrick","0","0"
" William P Fitzpatrick","†","American","Politician","G","M","AD","William P. Fitzpatrick","0","0"
" Fannie Flagg","1944","American","Author, actor","L","F","AD","Fannie Flagg","0","https://en.wikipedia.org/wiki/Fannie_Flagg"
" Rosanna Flamer Caldera","1956","Sri Lankan","Activist","L","F","AD","Rosanna Flamer-Caldera","0","0"
" Ed Flanagan","1950","American","Politician","G","M","AD","Ed Flanagan","0","https://en.wikipedia.org/wiki/Ed_Flanagan"
" Maile Flanagan","1965","American","Actor","L","F","AD","Maile Flanagan","Lesa Hammett","https://en.wikipedia.org/wiki/Maile_Flanagan"
" Gustave Flaubert","1821-1880","French","Author","B","M","AD","Gustave Flaubert","0","https://en.wikipedia.org/wiki/Gustave_Flaubert"
" Mike Fleck","1973","American","Politician","G","M","AD","Mike Fleck","0","https://en.wikipedia.org/wiki/Mike_Fleck"
" Andrew Fleming","1963","American","Film director, screenwriter","G","M","AD","Andrew Fleming","0","https://en.wikipedia.org/wiki/Andrew_Fleming"
" Kate Fleming","1965-2006","American","Audiobook narrator and producer","L","F","AD","Kate Fleming","Charlene Strong (1997ñ2006; Fleming's death)","https://en.wikipedia.org/wiki/Kate_Fleming"
" Peter Flinsch","1920","German/Canadian","Artist, television set designer","G","M","AD","Peter Flinsch","0","https://en.wikipedia.org/wiki/Peter_Flinsch"
" Nina Flowers","1974","Puerto Rican","Drag queen, reality television personality","G","M","AD","Nina Flowers","Antonio Purcell de Ogenio","https://en.wikipedia.org/wiki/Nina_Flowers"
" Gary Floyd","1953","American","Singer (The Dicks)","G","M","AD","Gary Floyd","0","0"
" Kay Floyd","†","American","Politician","L","F","AD","Kay Floyd","0","https://en.wikipedia.org/wiki/Kay_Floyd"
" Elizabeth Gurley Flynn","1890-1964","American","Activist","B","F","AD","Elizabeth Gurley Flynn","0","https://en.wikipedia.org/wiki/Elizabeth_Gurley_Flynn"
" Althea Flynt","1953-1987","American","Wife of Larry Flynt","B","F","AD","Althea Flynt","Larry Flynt (m.†1976ñ87)","https://en.wikipedia.org/wiki/Althea_Flynt"
" Waawaate Fobister","1984","Canadian","Writer, actor","G","M","AD","Waawaate Fobister","0","https://en.wikipedia.org/wiki/Waawaate_Fobister"
" Mark Foley","1954","American","U.S. Representative (R-FL)","G","M","AD","Mark Foley","Layne Nisenbaum (1984ñ2012, his death)","https://en.wikipedia.org/wiki/Mark_Foley"
" Ulrike Folkerts","1961","German","Actor","L","F","AD","Ulrike Folkerts","0","https://en.wikipedia.org/wiki/Ulrike_Folkerts"
" Hector Fonseca","1980","Puerto Rican-American","Deejay","G","M","AD","Hector Fonseca","0","https://en.wikipedia.org/wiki/Hector_Fonseca"
" Malcolm Forbes","1919-1990","American","Magazine publisher","B","M","AD","Malcolm Forbes","Roberta Remsen Laidlaw","https://en.wikipedia.org/wiki/Malcolm_Forbes"
" Katie Ford","†","American/Canadian","Film and television writer","L","F","AD","Katie Ford","0","https://en.wikipedia.org/wiki/Katie_Ford"
" Tom Ford","1962","American","Fashion designer","G","M","AD","Tom Ford","Richard Buckley
(2014.04-)","https://en.wikipedia.org/wiki/Tom_Ford"
" Maria Irene Fornes","1930","Cuban-American","Playwright","L","F","AD","Maria Irene Fornes","Harriet Sohmers, Susan Sontag","https://en.wikipedia.org/wiki/Maria_Irene_Fornes"
" E M Forster","1879-1970","British","Writer","G","M","AD","E. M. Forster","0","https://en.wikipedia.org/wiki/E_M_Forster"
" Jackie Forster","1926-1998","English","Actor, activist","L","F","AD","Jackie Forster","Peter Forster (1958ñ1962)","https://en.wikipedia.org/wiki/Jackie_Forster"
" Wolfgang Fortner","1907-1987","German","Classical composer and conductor","G","M","AD","Wolfgang Fortner","0","https://en.wikipedia.org/wiki/Wolfgang_Fortner"
" Pim Fortuyn","1948-2002","Dutch","Politician, academic and sociologist","G","M","AD","Pim Fortuyn","0","https://en.wikipedia.org/wiki/Pim_Fortuyn"
" Per Kristian Foss","1950","Norwegian","Politician, first openly gay minister in Norway","G","M","AD","Per-Kristian Foss","0","https://en.wikipedia.org/wiki/Per_Kristian_Foss"
" Jodie Foster","1962","American","Actress","L","F","AD","Jodie Foster","Alexandra Hedison (m.†2014)","https://en.wikipedia.org/wiki/Jodie_Foster"
" Quentin Fottrell","1975","Irish","Writer","G","M","AD","Quentin Fottrell","0","https://en.wikipedia.org/wiki/Quentin_Fottrell"
" Michel Foucault","1926-1984","French","Philosopher, historian","B","M","AD","Michel Foucault","0","https://en.wikipedia.org/wiki/Michel_Foucault"
" John Fowler","1954","Australian","Politician","G","M","AD","John Fowler","0","https://en.wikipedia.org/wiki/John_Fowler"
" Simon Fowler","1965","English","Rock musician (Ocean Colour Scene)","G","M","AD","Simon Fowler","0","https://en.wikipedia.org/wiki/Simon_Fowler"
" Eytan Fox","1964","Israeli","Film director","G","M","AD","Eytan Fox","0","https://en.wikipedia.org/wiki/Eytan_Fox"
" Gordon D Fox","1961","American","Politician","G","M","AD","Gordon D. Fox","0","0"
" Greg Fox","1961","American","Cartoonist","G","M","AD","Greg Fox","0","https://en.wikipedia.org/wiki/Greg_Fox"
" Megan Fox","1986","American","Model, actress","B","F","AD","Megan Fox","Brian Austin Green (m.†2010)","https://en.wikipedia.org/wiki/Megan_Fox"
" Samantha Fox","1966","English","British model, pop musician","L","F","AD","Samantha Fox","0","https://en.wikipedia.org/wiki/Samantha_Fox"
" Virgil Fox","1912-1980","American","Classical musician","G","M","AD","Virgil Fox","0","https://en.wikipedia.org/wiki/Virgil_Fox"
" David France","†","American","Journalist, filmmaker","G","M","AD","David France","Elizabeth France","https://en.wikipedia.org/wiki/David_France"
" Brian Francis","1971","Canadian","Novelist (Fruit)","G","M","AD","Brian Francis","0","https://en.wikipedia.org/wiki/Brian_Francis"
" Samuel Kensinger Francis","1974","American","Fitness journalist, trainer","G","M","AD","Samuel Kensinger Francis","0","https://en.wikipedia.org/wiki/Samuel_Kensinger_Francis"
" Kay Francis","1905-1968","American","Actor","B","F","AD","Kay Francis","James Dwight Francis
(1922ñ1924; divorced)
William Gaston
(divorced)Kenneth MacKenna
(1931ñ1933; divorced)
Eric Barnekow
(1939ñ19??; divorced)
John Meehan
(divorced)","https://en.wikipedia.org/wiki/Kay_Francis"
" Barney Frank","1940","American","Politician","G","M","AD","Barney Frank","Jim Ready (m.†2012)","https://en.wikipedia.org/wiki/Barney_Frank"
" Connor Franta","1992","American","YouTube personality","G","M","AD","Connor Franta","0","https://en.wikipedia.org/wiki/Connor_Franta"
" Daniel Franzese","1978","American","Actor","G","M","AD","Daniel Franzese","0","https://en.wikipedia.org/wiki/Daniel_Franzese"
" John Fraser","1931","Scottish","Actor","G","M","AD","John Fraser","0","https://en.wikipedia.org/wiki/John_Fraser"
" Margo Frasier","†","American","First openly lesbian sheriff elected to office","L","F","AD","Margo Frasier","0","https://en.wikipedia.org/wiki/Margo_Frasier"
" Peter Frechette","1956","American","Actor","G","M","AD","Peter Frechette","David Warren","https://en.wikipedia.org/wiki/Peter_Frechette"
" Marcia Freedman","1938","Israeli-American","Activist","L","F","AD","Marcia Freedman","0","https://en.wikipedia.org/wiki/Marcia_Freedman"
" Alan Freeman","1927-2006","Australian","Radio DJ","B","M","AD","Alan Freeman","0","https://en.wikipedia.org/wiki/Alan_Freeman"
" Chris Freeman","1961","American","Rock musician (Pansy Division)","G","M","AD","Chris Freeman","0","https://en.wikipedia.org/wiki/Chris_Freeman"
" Jared French","1905-1988","American","Painter","B","M","AD","Jared French","0","https://en.wikipedia.org/wiki/Jared_French"
" Elsa von Freytag Loringhoven","1874-1927","German-American","Artist, poet","B","F","AD","Elsa von Freytag-Loringhoven","0","0"
" Aaron Fricke","1962","American","Gay rights activist, author","G","M","AD","Aaron Fricke","0","https://en.wikipedia.org/wiki/Aaron_Fricke"
" Benedict Friedlaer","1866-1908","German","Early gay rights activist, author","G","M","AD","Benedict Friedl√§nder","0","0"
" Lonnie Frisbee","1949-1993","American","Evangelist","G","M","AD","Lonnie Frisbee","Connie (divorced in 1973)","https://en.wikipedia.org/wiki/Lonnie_Frisbee"
" Stephen Fry","1957","British","Actor, comedian, novelist","G","M","AD","Stephen Fry","Elliott Spencer (m. 2015)","https://en.wikipedia.org/wiki/Stephen_Fry"
" Marilyn Frye","1941","American","Academic","L","F","AD","Marilyn Frye","0","https://en.wikipedia.org/wiki/Marilyn_Frye"
" Michiyo Fukaya","1953-1987","American","Writer, activist","L","F","AD","Michiyo Fukaya","0","https://en.wikipedia.org/wiki/Michiyo_Fukaya"
" Adrian Fulford","1953","British","Judge","G","M","AD","Adrian Fulford","0","https://en.wikipedia.org/wiki/Adrian_Fulford"
" Bryan Fuller","1969","American","TV writer","G","M","AD","Bryan Fuller","Scott Roberts (2006ñpresent)","https://en.wikipedia.org/wiki/Bryan_Fuller"
" Loie Fuller","1862-1928","American","Dancer","G","M","AD","Loie Fuller","0","https://en.wikipedia.org/wiki/Loie_Fuller"
" Brenda Sue Fulton","†","American","Military veteran","L","F","AD","Brenda Sue Fulton","0","https://en.wikipedia.org/wiki/Brenda_Sue_Fulton"
" Richard Fung","1954","Canadian","Video artist","G","M","AD","Richard Fung","0","https://en.wikipedia.org/wiki/Richard_Fung"
" Wes Funk","1969-2015","Canadian","Writer","G","M","AD","Wes Funk","0","https://en.wikipedia.org/wiki/Wes_Funk"
" David Furnish","1962","Canadian","Filmmaker","G","M","AD","David Furnish","Elton John (m.†2005)","https://en.wikipedia.org/wiki/David_Furnish"
" Gaahl","1975","Norwegian","Black Metal vocalist, Gorgoroth","G","M","AD","Gaahl","0","https://en.wikipedia.org/wiki/Gaahl"
" Seth Gaaikema","1939-2014","Dutch","Entertainer, writer","G","M","AD","Seth Gaaikema","0","https://en.wikipedia.org/wiki/Seth_Gaaikema"
" Stefano Gabbana","1962","Italian","Fashion designer, Dolce & Gabbana","G","M","AD","Stefano Gabbana","Domenico Dolce (1982ñc.<U+2009>2003)[2]","https://en.wikipedia.org/wiki/Stefano_Gabbana"
" Hannah Gadsby","1978","Australian","Comedian","L","F","AD","Hannah Gadsby","0","https://en.wikipedia.org/wiki/Hannah_Gadsby"
" Lady Gaga","1986","American","Singer, songwriter and actress","B","F","AD","Lady Gaga","0","https://en.wikipedia.org/wiki/Lady_Gaga"
" Patrick Gale","1962","English","Author","G","M","AD","Patrick Gale","0","https://en.wikipedia.org/wiki/Patrick_Gale"
" Cathleen Galgiani","1964","American","Politician","L","F","AD","Cathleen Galgiani","0","https://en.wikipedia.org/wiki/Cathleen_Galgiani"
" Rudy Galindo","1969","American","Figure skater","G","M","AD","Rudy Galindo","Kristi Yamaguchi","https://en.wikipedia.org/wiki/Rudy_Galindo"
" Vicky Galindo","1983","American","Olympic athlete","B","M","AD","Vicky Galindo","0","https://en.wikipedia.org/wiki/Vicky_Galindo"
" Anya Gallaccio","1963","Scottish","Artist","L","F","AD","Anya Gallaccio","0","https://en.wikipedia.org/wiki/Anya_Gallaccio"
" John Galliano","1960","Gibraltarian","Fashion designer","G","M","AD","John Galliano","Alexis Roche","https://en.wikipedia.org/wiki/John_Galliano"
" Steve Galluccio","†","Canadian","Screenwriter","G","M","AD","Steve Galluccio","0","https://en.wikipedia.org/wiki/Steve_Galluccio"
" Paul Gambaccini","1949","British-American","Radio and television presenter","G","M","AD","Paul Gambaccini","0","https://en.wikipedia.org/wiki/Paul_Gambaccini"
" Philip Gambone","1948","American","Writer","G","M","AD","Philip Gambone","0","https://en.wikipedia.org/wiki/Philip_Gambone"
" Nisha Ganatra","1974","Canadian","Director, actor","L","F","AD","Nisha Ganatra","0","https://en.wikipedia.org/wiki/Nisha_Ganatra"
" Vice Ganda","1976","Filipino","Actor, comedian, TV host, recording artist","L","F","AD","Vice Ganda","0","https://en.wikipedia.org/wiki/Vice_Ganda"
" Jeff Gannon James Dale Guckert","1958","American","Journalist","B","M","AD","Jeff Gannon (James Dale Guckert)","0","0"
" Robert Gant","1968","American","Actor","G","M","AD","Robert Gant","0","https://en.wikipedia.org/wiki/Robert_Gant"
" Emperor Gaozu of Han","256-195","Chinese (Han Dynasty)","Head of state","B","M","BC","Emperor Gaozu of Han","0","0"
" Victor Garber","1949","Canadian","Actor","G","M","AD","Victor Garber","Rainer Andreesen (m.†2015)","https://en.wikipedia.org/wiki/Victor_Garber"
" Greta Garbo","1905-1990","Swedish","Actor","B","F","AD","Greta Garbo","0","https://en.wikipedia.org/wiki/Greta_Garbo"
" Federico Garca Lorca","1898-1936","Spanish","Poet, dramatist","G","M","AD","Federico Garc√≠a Lorca","0","0"
" Jonas Gardell","1963","Swedish","Author, playwright, comedian","G","M","AD","Jonas Gardell","0","https://en.wikipedia.org/wiki/Jonas_Gardell"
" Randy Gardner","1958","American","Figure skater","G","M","AD","Randy Gardner","0","https://en.wikipedia.org/wiki/Randy_Gardner"
" Chris Garneau","1982","American","Rock musician","G","M","AD","Chris Garneau","0","https://en.wikipedia.org/wiki/Chris_Garneau"
