"Name","Lifetime","Nationality","Notable.as","Orientation","Sex","Era","Name.old","Partners","Link"
" Spagnoletti Robert","","American","Attorney General, lawyer","G","M","AD","Spagnoletti, RobertRobert Spagnoletti","0","https://en.wikipedia.org/wiki/Robert_Spagnoletti"
" Spain Nancy","1917-1964","English","Journalist, broadcaster","L","F","AD","Spain, NancyNancy Spain","Joan Werner Laurie","https://en.wikipedia.org/wiki/Nancy_Spain"
" Span Anna","1971","English","Porn director","B","F","AD","Span, AnnaAnna Span","0","https://en.wikipedia.org/wiki/Anna_Span"
" Sparro Sam","1982","Australian","Pop singer, songwriter and producer","G","M","AD","Sparro, SamSam Sparro","0","https://en.wikipedia.org/wiki/Sam_Sparro"
" Spear Allan","1937-2008","American","Politician","G","M","AD","Spear, AllanAllan Spear","Junjiro Tsuji","https://en.wikipedia.org/wiki/Allan_Spear"
" Spearman Doug","1962","American","Actor","G","M","AD","Spearman, DougDoug Spearman","0","https://en.wikipedia.org/wiki/Doug_Spearman"
" Spector Cheryl","","American","LGBT rights activist","L","F","AD","Spector, CherylCheryl Spector","0","https://en.wikipedia.org/wiki/Cheryl_Spector"
" Spencer Colin","1933","English","Writer, journalist, broadcaster","G","M","AD","Spencer, ColinColin Spencer","0","https://en.wikipedia.org/wiki/Colin_Spencer"
" Spencer Tom","1948","English","Politician","G","M","AD","Spencer, TomTom Spencer","0","https://en.wikipedia.org/wiki/Tom_Spencer"
" Spencer Devlin Muffin","1954","American","Professional golfer","L","F","AD","Spencer-Devlin, MuffinMuffin Spencer-Devlin","0","0"
" Spender Stephen","1909-1995","English","Writer","G","M","AD","Spender, StephenStephen Spender","Agnes Maria (Inez) Pearn; Natasha Litvin","https://en.wikipedia.org/wiki/Stephen_Spender"
" Sperling Andrea","","American","Film producer","L","F","AD","Sperling, AndreaAndrea Sperling","Jamie Babbit (div.)","https://en.wikipedia.org/wiki/Andrea_Sperling"
" Spicer Jack","1925-1965","American","Poet","G","M","AD","Spicer, JackJack Spicer","0","https://en.wikipedia.org/wiki/Jack_Spicer"
" Spinella Stephen","1956","American","Actor","G","M","AD","Spinella, StephenStephen Spinella","0","https://en.wikipedia.org/wiki/Stephen_Spinella"
" Spofford Edward","","American","Professor","G","M","AD","Spofford, EdwardEdward Spofford","0","https://en.wikipedia.org/wiki/Edward_Spofford"
" Spolsky Joel","1965","American","Software engineer, writer","G","M","AD","Spolsky, JoelJoel Spolsky","0","https://en.wikipedia.org/wiki/Joel_Spolsky"
" Spooner Casey","","American","Pop musician","G","M","AD","Spooner, CaseyCasey Spooner","0","https://en.wikipedia.org/wiki/Casey_Spooner"
" Spratling William","1900-1967","American-born Mexican","Silversmith, artist","G","M","AD","Spratling, WilliamWilliam Spratling","0","https://en.wikipedia.org/wiki/William_Spratling"
" Sprecher Lorrie","1960","American","Writer, rock musician","L","F","AD","Sprecher, LorrieLorrie Sprecher","0","https://en.wikipedia.org/wiki/Lorrie_Sprecher"
" Springfield Dusty","1939-1999","English","Pop musician","B","F","AD","Springfield, DustyDusty Springfield","0","https://en.wikipedia.org/wiki/Dusty_Springfield"
" Sprinkle Annie","1954","American","Porn star, writer, performance artist","B","F","AD","Sprinkle, AnnieAnnie Sprinkle","Beth Stephens (2002ñpresent)","https://en.wikipedia.org/wiki/Annie_Sprinkle"
" Squires Ron","1951-1993","American","Politician","G","M","AD","Squires, RonRon Squires","0","https://en.wikipedia.org/wiki/Ron_Squires"
" St Clement Pam","1942","English","Actor","B","F","AD","St. Clement, PamPam St. Clement","Andrew Gordon (m. 1967ñ76; divorced)","https://en.wikipedia.org/wiki/Pam_St_Clement"
" Stadler Matthew","1959","American","Writer","G","M","AD","Stadler, MatthewMatthew Stadler","0","https://en.wikipedia.org/wiki/Matthew_Stadler"
" Stadlober Robert","1982","Austrian","Actor, rock musician","G","M","AD","Stadlober, RobertRobert Stadlober","0","https://en.wikipedia.org/wiki/Robert_Stadlober"
" Staples A Latham","1977","American","LGBT activist","G","M","AD","Staples, A. LathamA. Latham Staples","0","0"
" Star Darren","1961","American","Television and film producer","G","M","AD","Star, DarrenDarren Star","0","https://en.wikipedia.org/wiki/Darren_Star"
" Star Jeffree","1986","American","Model, make-up artist, singer-songwriter","G","M","AD","Star, JeffreeJeffree Star","0","https://en.wikipedia.org/wiki/Jeffree_Star"
" Stark Freda","1910-1999","New Zealander","Exotic dancer","L","F","AD","Stark, FredaFreda Stark","0","https://en.wikipedia.org/wiki/Freda_Stark"
" Starkey David","1945","English","Historian","G","M","AD","Starkey, DavidDavid Starkey","0","https://en.wikipedia.org/wiki/David_Starkey"
" Starr Ellen Gates","1859-1940","American","Social reformer","L","F","AD","Starr, Ellen GatesEllen Gates Starr","0","https://en.wikipedia.org/wiki/Ellen_Gates_Starr"
" Starr Garrison","1975","American","Rock musician","G","M","AD","Starr, GarrisonGarrison Starr","0","https://en.wikipedia.org/wiki/Garrison_Starr"
" Stasey Caitlin","1990","Australian","Actor","B","F","AD","Stasey, CaitlinCaitlin Stasey","0","https://en.wikipedia.org/wiki/Caitlin_Stasey"
" Staub Jonny","1979","Canadian","Radio/television personality","G","M","AD","Staub, JonnyJonny Staub","0","https://en.wikipedia.org/wiki/Jonny_Staub"
" Steadman Pat","1964","American","Politician","G","M","AD","Steadman, PatPat Steadman","Dave Misner (2000-2012, his death.)[3][4]","https://en.wikipedia.org/wiki/Pat_Steadman"
" Steckel Jan","1962","American","Writer","B","M","AD","Steckel, JanJan Steckel","Hew Wolff","https://en.wikipedia.org/wiki/Jan_Steckel"
" Steemans Dre","1954-2009","Belgian","TV and radio host","G","M","AD","Steemans, Dr√©Dr√© Steemans","0","https://en.wikipedia.org/wiki/Dre_Steemans"
" Stefanics Liz","1950","American","Politician","L","F","AD","Stefanics, LizLiz Stefanics","Linda Siegle","https://en.wikipedia.org/wiki/Liz_Stefanics"
" Stefano Joey","1968-1994","American","Porn star","G","M","AD","Stefano, JoeyJoey Stefano","0","https://en.wikipedia.org/wiki/Joey_Stefano"
" Steffan Joseph","1964","American","Lawyer, activist","G","M","AD","Steffan, JosephJoseph Steffan","0","https://en.wikipedia.org/wiki/Joseph_Steffan"
" Stein Darren","1971","American","Film director, screenwriter","G","M","AD","Stein, DarrenDarren Stein","0","https://en.wikipedia.org/wiki/Darren_Stein"
" Stein Gertrude","1874-1946","American","Writer","L","F","AD","Stein, GertrudeGertrude Stein","Alice Babette Toklas
1907ñ1946 (Stein's death)","https://en.wikipedia.org/wiki/Gertrude_Stein"
" Stenberg Amandla","1998","American","Actress","B","F","AD","Stenberg, AmandlaAmandla Stenberg","0","https://en.wikipedia.org/wiki/Amandla_Stenberg"
" Stenbock Eric","1858-1895","German","Poet, writer","G","M","AD","Stenbock, EricEric Stenbock","0","https://en.wikipedia.org/wiki/Eric_Stenbock"
" Stephane Nicole","1923-2007","French","Actor","L","F","AD","St√©phane, NicoleNicole St√©phane","0","https://en.wikipedia.org/wiki/Nicole_Stephane"
" Stephens Helen","1918-1994","American","Athlete. Double Olympic champion","G","M","AD","Stephens, HelenHelen Stephens","0","https://en.wikipedia.org/wiki/Helen_Stephens"
" Stephens Ian","-1996","Canadian","Poet, spoken word artist, journalist","G","M","AD","Stephens, IanIan Stephens","0","https://en.wikipedia.org/wiki/Ian_Stephens"
" Stern Sandy","","American","Film producer","G","M","AD","Stern, SandySandy Stern","0","https://en.wikipedia.org/wiki/Sandy_Stern"
" Stevens Marsha","1952","American","Contemporary Christian musician","L","F","AD","Stevens, MarshaMarsha Stevens","0","https://en.wikipedia.org/wiki/Marsha_Stevens"
" Stevens Noreen","1962","Canadian","Comic artist","L","F","AD","Stevens, NoreenNoreen Stevens","0","https://en.wikipedia.org/wiki/Noreen_Stevens"
" Stevenson Tim","","Canadian","Politician","G","M","AD","Stevenson, TimTim Stevenson","Gary Paterson","https://en.wikipedia.org/wiki/Tim_Stevenson"
" Stewart James B","1952","American","Lawyer, writer","G","M","AD","Stewart, James B.James B. Stewart","0","0"
" Stiers David Ogden","1942","American","Actor","G","M","AD","Stiers, David OgdenDavid Ogden Stiers","0","https://en.wikipedia.org/wiki/David_Ogden_Stiers"
" Stimpson Andrew","1980","Scottish","HIV patient","G","M","AD","Stimpson, AndrewAndrew Stimpson","0","https://en.wikipedia.org/wiki/Andrew_Stimpson"
" Stipe Michael","1960","American","Rock musician, film producer","B","M","AD","Stipe, MichaelMichael Stipe","0","https://en.wikipedia.org/wiki/Michael_Stipe"
" Stoll James","1936-1994","American","Clergy","G","M","AD","Stoll, JamesJames Stoll","0","https://en.wikipedia.org/wiki/James_Stoll"
" Stolz Kim","1983","American","Model","L","F","AD","Stolz, KimKim Stolz","0","https://en.wikipedia.org/wiki/Kim_Stolz"
" Stone Randy","1958-2007","American","Actor, casting director","G","M","AD","Stone, RandyRandy Stone","Roslyn Kind (1983-1988) divorced","https://en.wikipedia.org/wiki/Randy_Stone"
" Stoney Casey","1982","British","Soccer player","L","F","AD","Stoney, CaseyCasey Stoney","0","https://en.wikipedia.org/wiki/Casey_Stoney"
" Stork Jim","1966","American","Politician","G","M","AD","Stork, JimJim Stork","0","https://en.wikipedia.org/wiki/Jim_Stork"
" Strachey Lytton","1880-1932","English","Writer, critic","G","M","AD","Strachey, LyttonLytton Strachey","0","https://en.wikipedia.org/wiki/Lytton_Strachey"
" Straker Jeffery","","Canadian","Musician","G","M","AD","Straker, JefferyJeffery Straker","0","https://en.wikipedia.org/wiki/Jeffery_Straker"
" Strange Steve","1959","Welsh","Pop singer","B","M","AD","Strange, SteveSteve Strange","0","https://en.wikipedia.org/wiki/Steve_Strange"
" Strayhorn Billy","1915-1967","American","Jazz composer, arranger and musician","G","M","AD","Strayhorn, BillyBilly Strayhorn","0","https://en.wikipedia.org/wiki/Billy_Strayhorn"
" Street Maryan","1955","New Zealander","Politician","L","F","AD","Street, MaryanMaryan Street","Kathryn Street","https://en.wikipedia.org/wiki/Maryan_Street"
" Strickland Keith","1953","American","Rock musician (The B-52's)","G","M","AD","Strickland, KeithKeith Strickland","0","https://en.wikipedia.org/wiki/Keith_Strickland"
" Stuart Jason","1969","American","Actor","G","M","AD","Stuart, JasonJason Stuart","0","https://en.wikipedia.org/wiki/Jason_Stuart"
" Stubbs Rennae","1971","Australian","Tennis player","L","F","AD","Stubbs, RennaeRennae Stubbs","0","https://en.wikipedia.org/wiki/Rennae_Stubbs"
" Studds Gerry","1937-2006","American","Politician","G","M","AD","Studds, GerryGerry Studds","Dean T. Hara (m.†2004)","https://en.wikipedia.org/wiki/Gerry_Studds"
" Sulla Lucius Cornelius","138-78","Roman","General, consul, dictator","G","M","BC","Sulla, Lucius CorneliusLucius Cornelius Sulla","first wife Julia Caesaris, second wife Aelia, third wife Cloelia, fourth wife Caecilia Metella, fifth wife Valeria","https://en.wikipedia.org/wiki/Lucius_Cornelius_Sulla"
" Sullivan Andrew","1963","English","Journalist","G","M","AD","Sullivan, AndrewAndrew Sullivan","Aaron Tone (m.†2007)","https://en.wikipedia.org/wiki/Andrew_Sullivan"
" Sullivan Kathleen","1955","American","Professor of Law","L","F","AD","Sullivan, KathleenKathleen Sullivan","0","https://en.wikipedia.org/wiki/Kathleen_Sullivan"
" Summer India","1975","American","Porn star","B","F","AD","Summer, IndiaIndia Summer","Prinzzess (2011†(2011)ñpresent)[2]","https://en.wikipedia.org/wiki/India_Summer"
" Summerbell Richard","1956","Canadian","Mycologist, LGBT rights activist (1970's-80's)","G","M","AD","Summerbell, RichardRichard Summerbell","0","https://en.wikipedia.org/wiki/Richard_Summerbell"
" Summerskill Ben","1961","English","LGBT rights activist","G","M","AD","Summerskill, BenBen Summerskill","0","https://en.wikipedia.org/wiki/Ben_Summerskill"
" Sundhage Pia","1960","Swedish","Football player and coach","L","F","AD","Sundhage, PiaPia Sundhage","0","https://en.wikipedia.org/wiki/Pia_Sundhage"
" Suresha Ron","","American","Writer","G","M","AD","Suresha, RonRon Suresha","0","https://en.wikipedia.org/wiki/Ron_Suresha"
" Svigals Alicia","1963","American","Musician","L","F","AD","Svigals, AliciaAlicia Svigals","0","https://en.wikipedia.org/wiki/Alicia_Svigals"
" Swartz Oscar","1959","Swedish","Writer, entrepreneur","G","M","AD","Swartz, OscarOscar Swartz","0","https://en.wikipedia.org/wiki/Oscar_Swartz"
" Sweeney Terry","1960","American","Actor, screenwriter","G","M","AD","Sweeney, TerryTerry Sweeney","0","https://en.wikipedia.org/wiki/Terry_Sweeney"
" Swenson May","1913-1989","American","Poet","L","F","AD","Swenson, MayMay Swenson","0","https://en.wikipedia.org/wiki/May_Swenson"
" Swift Ember","","Canadian","Folk-rock musician","L","F","AD","Swift, EmberEmber Swift","0","https://en.wikipedia.org/wiki/Ember_Swift"
" Swoopes Sheryl","1971","American","Basketball player","L","F","AD","Swoopes, SherylSheryl Swoopes","0","https://en.wikipedia.org/wiki/Sheryl_Swoopes"
" Sycamore Matt Bernstein","","American","Writer","G","M","AD","Sycamore, Matt BernsteinMatt Bernstein Sycamore","0","https://en.wikipedia.org/wiki/Matt_Bernstein_Sycamore"
" Symonds John Addington","1840-1893","English","Poet, literary critic","G","M","AD","Symonds, John AddingtonJohn Addington Symonds","0","https://en.wikipedia.org/wiki/John_Addington_Symonds"
" Symons Scott","1933","Canadian","Writer","G","M","AD","Symons, ScottScott Symons","0","https://en.wikipedia.org/wiki/Scott_Symons"
" Sykes Wanda","1964","American","Stand-up comedian, actress","L","F","AD","Sykes, WandaWanda Sykes","Dave Hall (m.†1991; div.†1998)Alex Niedbalski (m.†2008)","https://en.wikipedia.org/wiki/Wanda_Sykes"
" Szetey Gabor","1968","Hungarian","Politician","G","M","AD","Szetey, G√°borG√°bor Szetey","0","https://en.wikipedia.org/wiki/Gabor_Szetey"
" Szot Paulo","1969","Brazilian","Actor","G","M","AD","Szot, PauloPaulo Szot","0","https://en.wikipedia.org/wiki/Paulo_Szot"
" Szubanski Magda","1961","Australian","Actress, comedian","L","F","AD","Szubanski, MagdaMagda Szubanski","0","https://en.wikipedia.org/wiki/Magda_Szubanski"
" Szymanowski Karol","1882-1937","Polish","Classical composer and musician","G","M","AD","Szymanowski, KarolKarol Szymanowski","0","https://en.wikipedia.org/wiki/Karol_Szymanowski"
" Tait Blyth","1961","New Zealander","Olympic athlete","G","M","AD","Tait, BlythBlyth Tait","0","https://en.wikipedia.org/wiki/Blyth_Tait"
" Tagame Gengoroh","1964","Japanese","manga artist","G","M","AD","Tagame, GengorohGengoroh Tagame","0","https://en.wikipedia.org/wiki/Tagame_Gengoroh"
" Takei George","1937","American","Actor","G","M","AD","Takei, GeorgeGeorge Takei","Brad Altman Takei (m. 2008)","https://en.wikipedia.org/wiki/George_Takei"
" Talley Andre Leon","1949","American","Editor","G","M","AD","Talley, Andr√© LeonAndr√© Leon Talley","0","https://en.wikipedia.org/wiki/Andre_Leon_Talley"
" Tammet Daniel","1979","English","Memorist, autistic savant","G","M","AD","Tammet, DanielDaniel Tammet","0","https://en.wikipedia.org/wiki/Daniel_Tammet"
" Tams Theo","1975","Canadian","Pop singer","G","M","AD","Tams, TheoTheo Tams","0","https://en.wikipedia.org/wiki/Theo_Tams"
" Tan Mika","1977","American","Porn star","B","F","AD","Tan, MikaMika Tan","Alec Knight[5] (divorced[6])","https://en.wikipedia.org/wiki/Mika_Tan"
" Tartaglia John","1978","American","Puppeteer, actor","G","M","AD","Tartaglia, JohnJohn Tartaglia","0","https://en.wikipedia.org/wiki/John_Tartaglia"
" Tatchell Peter","1952","Australian-born British","LGBT rights activist, politician","G","M","AD","Tatchell, PeterPeter Tatchell","0","https://en.wikipedia.org/wiki/Peter_Tatchell"
" Taylor Cecil","1929","American","Jazz musician","G","M","AD","Taylor, CecilCecil Taylor","0","https://en.wikipedia.org/wiki/Cecil_Taylor"
" Taylor Holland","1943","American","Actor","L","F","AD","Taylor, HollandHolland Taylor","Sarah Paulson (2015ñpresent)","https://en.wikipedia.org/wiki/Holland_Taylor"
" Taylor Laurette","1884-1946","American","Actor","L","F","AD","Taylor, LauretteLaurette Taylor","Charles A. Taylor (May 1, 1901-1910; divorced); 2 childrenJ. Hartley Manners (1912-1928; his death)","https://en.wikipedia.org/wiki/Laurette_Taylor"
" Taylor Paul","1930","American","Dancer, choreographer","G","M","AD","Taylor, PaulPaul Taylor","0","https://en.wikipedia.org/wiki/Paul_Taylor"
" Taylor Rashad","1981","American","Politician","G","M","AD","Taylor, RashadRashad Taylor","0","https://en.wikipedia.org/wiki/Rashad_Taylor"
" Taylor Rip","1934","American","Comedian, actor","G","M","AD","Taylor, RipRip Taylor","0","https://en.wikipedia.org/wiki/Rip_Taylor"
" Taylor Robert V","1959","South African","Clergy","G","M","AD","Taylor, Robert V.Robert V. Taylor","0","0"
" Taylor Robin Lord","1978","American","Actor","G","M","AD","Taylor, Robin LordRobin Lord Taylor","0","https://en.wikipedia.org/wiki/Robin_Lord_Taylor"
" Taylor Valerie","1913-1997","American","Writer, poet, activist","L","F","AD","Taylor, ValerieValerie Taylor","0","https://en.wikipedia.org/wiki/Valerie_Taylor"
" Tchaikovsky Modest Ilyich","1850-1916","Russian","Dramatist, librettist, translator","G","M","AD","Tchaikovsky, Modest IlyichModest Ilyich Tchaikovsky","0","https://en.wikipedia.org/wiki/Modest_Ilyich_Tchaikovsky"
" Tchaikovsky Pyotr Ilyich","1840-1893","Russian","Classical composer","G","M","AD","Tchaikovsky, Pyotr IlyichPyotr Ilyich Tchaikovsky","0","https://en.wikipedia.org/wiki/Pyotr_Ilyich_Tchaikovsky"
" Tea Michelle","1971","American","Writer, poet","L","F","AD","Tea, MichelleMichelle Tea","0","https://en.wikipedia.org/wiki/Michelle_Tea"
" Teal Clare","1973","English","Jazz musician","L","F","AD","Teal, ClareClare Teal","0","https://en.wikipedia.org/wiki/Clare_Teal"
" Temple Alice","†","English","Pop musician","L","F","AD","Temple, AliceAlice Temple","0","https://en.wikipedia.org/wiki/Alice_Temple"
" Tennant Neil","1954","English","Pop musician (Pet Shop Boys)","G","M","AD","Tennant, NeilNeil Tennant","0","https://en.wikipedia.org/wiki/Neil_Tennant"
" Tennant Stephen","1906-1987","English","Aristocrat","G","M","AD","Tennant, StephenStephen Tennant","Siegfried Sassoon","https://en.wikipedia.org/wiki/Stephen_Tennant"
" Tewksbury Mark","1968","Canadian","Swimmer","G","M","AD","Tewksbury, MarkMark Tewksbury","0","https://en.wikipedia.org/wiki/Mark_Tewksbury"
" Thate Carole","1971","Dutch","Olympic athlete","L","F","AD","Thate, CaroleCarole Thate","0","https://en.wikipedia.org/wiki/Carole_Thate"
" Thetford William","1923-1988","American","Psychologist","G","M","AD","Thetford, WilliamWilliam Thetford","0","https://en.wikipedia.org/wiki/William_Thetford"
" Thibaudet Jean Yves","1961","French","Classical musician","G","M","AD","Thibaudet, Jean-YvesJean-Yves Thibaudet","0","https://en.wikipedia.org/wiki/Jean_Yves_Thibaudet"
" Thiel Peter","1967","American","Entrepreneur, venture capitalist","G","M","AD","Thiel, PeterPeter Thiel","0","https://en.wikipedia.org/wiki/Peter_Thiel"
" Thirlby Olivia","1986","American","Actor","B","F","AD","Thirlby, OliviaOlivia Thirlby","0","https://en.wikipedia.org/wiki/Olivia_Thirlby"
" Thomas Gareth","1974","Welsh","Rugby player","G","M","AD","Thomas, GarethGareth Thomas","0","https://en.wikipedia.org/wiki/Gareth_Thomas"
" Thomas Michael Tilson","1944","American","Classical conductor, composer and musician","G","M","AD","Thomas, Michael TilsonMichael Tilson Thomas","0","https://en.wikipedia.org/wiki/Michael_Tilson_Thomas"
" Thompson Dunstan","1918-1975","American","Poet","G","M","AD","Thompson, DunstanDunstan Thompson","0","https://en.wikipedia.org/wiki/Dunstan_Thompson"
" Thompson Scott","1959","Canadian","Comedian","G","M","AD","Thompson, ScottScott Thompson","0","https://en.wikipedia.org/wiki/Scott_Thompson"
" Thomson Virgil","1896-1989","American","20th century classical composer","G","M","AD","Thomson, VirgilVirgil Thomson","0","https://en.wikipedia.org/wiki/Virgil_Thomson"
" Thorpe Ian","1982","Australian","Swimmer","G","M","AD","Thorpe, IanIan Thorpe","0","https://en.wikipedia.org/wiki/Ian_Thorpe"
" Thurman Wallace","1902-1934","American","Writer","G","M","AD","Thurman, WallaceWallace Thurman","0","https://en.wikipedia.org/wiki/Wallace_Thurman"
" Tiber Elliot","1935","American","Writer","G","M","AD","Tiber, ElliotElliot Tiber","0","https://en.wikipedia.org/wiki/Elliot_Tiber"
" Tiberius","42-37","Roman","Emperor","B","M","BC","Tiberius","Vipsania Agrippina (19ñ11 BC)
Julia the Elder (11ñ2 BC)","https://en.wikipedia.org/wiki/Tiberius"
" Tikka Kari S","1944-2006","Finnish","Legal scholar","G","M","AD","Tikka, Kari S.Kari S. Tikka","0","0"
" Tilden Bill","1893-1953","American","Athlete","G","M","AD","Tilden, BillBill Tilden","0","https://en.wikipedia.org/wiki/Bill_Tilden"
" Tillmans Wolfgang","1968","German","Artist","G","M","AD","Tillmans, WolfgangWolfgang Tillmans","0","https://en.wikipedia.org/wiki/Wolfgang_Tillmans"
" Tinling Ted","1910-1990","English","Athlete, fashion designer","G","M","AD","Tinling, TedTed Tinling","0","https://en.wikipedia.org/wiki/Ted_Tinling"
" Tippett Michael","1905-1998","English","20th century classical composer","G","M","AD","Tippett, MichaelMichael Tippett","0","https://en.wikipedia.org/wiki/Michael_Tippett"
" Tisei Richard","1962","American","Politician","G","M","AD","Tisei, RichardRichard Tisei","Bernie Starr (m. 2013)","https://en.wikipedia.org/wiki/Richard_Tisei"
" Titone Matthew","1961","American","Politician, lawyer","G","M","AD","Titone, MatthewMatthew Titone","Giosue Pugliese","https://en.wikipedia.org/wiki/Matthew_Titone"
" Tobias Andrew","1947","American","Journalist, writer","G","M","AD","Tobias, AndrewAndrew Tobias","0","https://en.wikipedia.org/wiki/Andrew_Tobias"
" Tober Ronnie","1945","Dutch","Pop musician","G","M","AD","Tober, RonnieRonnie Tober","0","https://en.wikipedia.org/wiki/Ronnie_Tober"
" Todd Patricia","1955","American","Politician","L","F","AD","Todd, PatriciaPatricia Todd","Jennifer Clarke","https://en.wikipedia.org/wiki/Patricia_Todd"
" Toiba Colm Toib √n","1955","Irish","Writer","G","M","AD","T√≥ib√≠n, ColmColm T√≥ib√≠n","0","0"
" Toksvig Sandi","1958","Danish","Radio personality","L","F","AD","Toksvig, SandiSandi Toksvig","Debbie Toksvig (m. 2014)","https://en.wikipedia.org/wiki/Sandi_Toksvig"
" Tomlin Lily","1939","American","Actor, comedian","L","F","AD","Tomlin, LilyLily Tomlin","Jane Wagner (m.†2013)
(domestic partner, 1971ñ2013)","https://en.wikipedia.org/wiki/Lily_Tomlin"
" Tonioli Bruno","1955","Italian-English","Dancer, choreographer","G","M","AD","Tonioli, BrunoBruno Tonioli","Jason Schanne (m.†2012)","https://en.wikipedia.org/wiki/Bruno_Tonioli"
" Toone Philip","1965","Canadian","Politician","G","M","AD","Toone, PhilipPhilip Toone","0","https://en.wikipedia.org/wiki/Philip_Toone"
" Topp Jools Lynda","1958","New Zealander","Pop musicians","L","F","AD","Topp, Jools & LyndaJools & Lynda Topp","0","0"
" Toscano Peterson","1965","American","Playwright, actor, LGBT rights activist","G","M","AD","Toscano, PetersonPeterson Toscano","Glen Retief[1]","https://en.wikipedia.org/wiki/Peterson_Toscano"
" Tovey Noel","1934","Australian","Dancer, choreographer, actor","G","M","AD","Tovey, NoelNoel Tovey","0","https://en.wikipedia.org/wiki/Noel_Tovey"
" Tovey Russell","1981","English","Actor","G","M","AD","Tovey, RussellRussell Tovey","0","https://en.wikipedia.org/wiki/Russell_Tovey"
" Towle Andy","1967","American","Journalist, blogger","G","M","AD","Towle, AndyAndy Towle","David Grant","https://en.wikipedia.org/wiki/Andy_Towle"
" Toy Jim","1930","American","LGBT rights activist","G","M","AD","Toy, JimJim Toy","0","https://en.wikipedia.org/wiki/Jim_Toy"
" Trandahl Jeff","1964","American","Politician","G","M","AD","Trandahl, JeffJeff Trandahl","0","https://en.wikipedia.org/wiki/Jeff_Trandahl"
" Trask Stephen","1967","American","Rock musician, film composer","G","M","AD","Trask, StephenStephen Trask","0","https://en.wikipedia.org/wiki/Stephen_Trask"
" Treacy Philip","1967","Irish","Milliner","G","M","AD","Treacy, PhilipPhilip Treacy","0","https://en.wikipedia.org/wiki/Philip_Treacy"
" Tree Ronald","1897-1976","English","Politician","G","M","AD","Tree, RonaldRonald Tree","0","https://en.wikipedia.org/wiki/Ronald_Tree"
" Trefusis Violet","1894-1972","English","Writer","L","F","AD","Trefusis, VioletViolet Trefusis","Denys Trefusis (1919ñ29; his death)","https://en.wikipedia.org/wiki/Violet_Trefusis"
" Tremblay Lucie Blue","1958","Canadian","Folk-rock musician","L","F","AD","Tremblay, Lucie BlueLucie Blue Tremblay","0","https://en.wikipedia.org/wiki/Lucie_Blue_Tremblay"
" Tremblay Michel","1942","Canadian","Writer, playwright","G","M","AD","Tremblay, MichelMichel Tremblay","0","https://en.wikipedia.org/wiki/Michel_Tremblay"
" Tremblay Roland Michel","1972","Canadian","Writer","G","M","AD","Tremblay, Roland MichelRoland Michel Tremblay","0","https://en.wikipedia.org/wiki/Roland_Michel_Tremblay"
" Trendy Bobby","1981","American","Interior decorator, television personality","G","M","AD","Trendy, BobbyBobby Trendy","0","https://en.wikipedia.org/wiki/Bobby_Trendy"
" Trensch Taylor","1989","American","Stage actor","G","M","AD","Trensch, TaylorTaylor Trensch","0","https://en.wikipedia.org/wiki/Taylor_Trensch"
" Trettebergstuen Anette","1981","Norwegian","Politician","L","F","AD","Trettebergstuen, AnetteAnette Trettebergstuen","0","https://en.wikipedia.org/wiki/Anette_Trettebergstuen"
" Treut Monika","1954","German","Filmmaker","L","F","AD","Treut, MonikaMonika Treut","0","https://en.wikipedia.org/wiki/Monika_Treut"
" Trevisan Joa Silverio","1944","Brazilian","Writer","G","M","AD","Trevisan, Jo√£o Silv√©rioJo√£o Silv√©rio Trevisan","0","0"
" Trevor Roper Patrick","1916-2004","English","Doctor, LGBT rights activist","G","M","AD","Trevor-Roper, PatrickPatrick Trevor-Roper","0","0"
" Trevorrow Mark","1959","Australian","Comedian","G","M","AD","Trevorrow, MarkMark Trevorrow","0","https://en.wikipedia.org/wiki/Mark_Trevorrow"
" Troche Rose","1964","American","Filmmaker","L","F","AD","Troche, RoseRose Troche","0","https://en.wikipedia.org/wiki/Rose_Troche"
" Truluck Rembert S","1934","American","Clergy","G","M","AD","Truluck, Rembert S.Rembert S. Truluck","0","0"
" Tryon Tom","1926-1991","American","Actor, writer","G","M","AD","Tryon, TomTom Tryon","Ann Noyes (1955ñ1958, divorced)[1]","https://en.wikipedia.org/wiki/Tom_Tryon"
" Tsai Kevin","1962","Chinese (Taiwan ROC)","TV host, writer","G","M","AD","Tsai, KevinKevin Tsai","0","https://en.wikipedia.org/wiki/Kevin_Tsai"
" Mingliang Tsai","1957","Chinese","Film director","G","M","AD","Ming-liang, TsaiTsai Ming-liang","0","https://en.wikipedia.org/wiki/Tsai_Mingliang"
" Tsarouchis Yannis","1910-1989","Greek","Artist","G","M","AD","Tsarouchis, YannisYannis Tsarouchis","0","https://en.wikipedia.org/wiki/Yannis_Tsarouchis"
" Tsiolkas Christos","1965","Australian","Writer","G","M","AD","Tsiolkas, ChristosChristos Tsiolkas","0","https://en.wikipedia.org/wiki/Christos_Tsiolkas"
" Tuaolo Esera","1968","American","Athlete","G","M","AD","Tuaolo, EseraEsera Tuaolo","0","https://en.wikipedia.org/wiki/Esera_Tuaolo"
" Tuan Yi Fu","1930","Chinese-American","Geographer","G","M","AD","Tuan, Yi-FuYi-Fu Tuan","0","0"
