Name,Lifetime,Nationality,Notable.as,Orientation,Sex,Era,Name.old,Partners,Link
 Frederic Mitterrand,1946,French,Politician,B,M,AD,Frédéric Mitterrand,NA,https://en.wikipedia.org/wiki/Frederic_Mitterrand
 Mixner David,1946,American,"Activist, author",G,M,AD,"Mixner, DavidDavid Mixner",NA,https://en.wikipedia.org/wiki/David_Mixner
 Mizeur Heather,1972,American,Politician,L,F,AD,"Mizeur, HeatherHeather Mizeur",NA,https://en.wikipedia.org/wiki/Heather_Mizeur
 Mizrahi Isaac,1961,American,Fashion designer,G,M,AD,"Mizrahi, IsaacIsaac Mizrahi",NA,https://en.wikipedia.org/wiki/Isaac_Mizrahi
 Moa Anika,1980,New Zealand,Pop musician,L,F,AD,"Moa, AnikaAnika Moa",NA,https://en.wikipedia.org/wiki/Anika_Moa
 Moeller Jim,1955,American,Politician,G,M,AD,"Moeller, JimJim Moeller",NA,https://en.wikipedia.org/wiki/Jim_Moeller
 Mohanraj Mary Anne,1971,Sri Lankan,Writer,B,F,AD,"Mohanraj, Mary AnneMary Anne Mohanraj",NA,https://en.wikipedia.org/wiki/Mary_Anne_Mohanraj
 Moire Emmanuel,1979,French,"Singer, composer",G,M,AD,"Moire, EmmanuelEmmanuel Moire",NA,https://en.wikipedia.org/wiki/Emmanuel_Moire
 Mol Albert,1917-2004,Dutch,"Actor, LGBT activist",G,M,AD,"Mol, AlbertAlbert Mol",NA,https://en.wikipedia.org/wiki/Albert_Mol
 Molina Foix Vicente,1946,Spanish,"Writer, film director",G,M,AD,"Molina Foix, VicenteVicente Molina Foix",NA,https://en.wikipedia.org/wiki/Vicente_Molina_Foix
 Molko Brian,1972,British-American,Rock musician (Placebo),B,M,AD,"Molko, BrianBrian Molko",NA,https://en.wikipedia.org/wiki/Brian_Molko
 Monette Paul,1945-2005,American,Writer,G,M,AD,"Monette, PaulPaul Monette",NA,https://en.wikipedia.org/wiki/Paul_Monette
 Montgomery Luke,1974,American,Political activist,G,M,AD,"Montgomery, LukeLuke Montgomery",NA,https://en.wikipedia.org/wiki/Luke_Montgomery
 Moonen Matt,,American,Politician,G,M,AD,"Moonen, MattMatt Moonen",NA,https://en.wikipedia.org/wiki/Matt_Moonen
 Moore Frank C,1953-2002,American,"Painter, designer of the AIDS ribbon",G,M,AD,"Moore, Frank C.Frank C. Moore",NA,0
 Moore Paul,1919-2003,American,Episcopal Bishop,G,M,AD,"Moore, PaulPaul Moore",NA,https://en.wikipedia.org/wiki/Paul_Moore
 Moore Perry,1971-2011,American,"Screenwriter, director",G,M,AD,"Moore, PerryPerry Moore",NA,https://en.wikipedia.org/wiki/Perry_Moore
 Moore Steve,1954-2014,American,Comedian,G,M,AD,"Moore, SteveSteve Moore",NA,https://en.wikipedia.org/wiki/Steve_Moore
 Mootoo Shani,1958,Irish-born Trinidadian-Canadian,"Author, multimedia artist, painter, video producer",L,F,AD,"Mootoo, ShaniShani Mootoo",NA,https://en.wikipedia.org/wiki/Shani_Mootoo
 Moreno Dominick,,American,Politician,G,M,AD,"Moreno, DominickDominick Moreno",NA,https://en.wikipedia.org/wiki/Dominick_Moreno
 Morgan Edwin,1920-2010,Scottish,Poet,G,M,AD,"Morgan, EdwinEdwin Morgan",NA,https://en.wikipedia.org/wiki/Edwin_Morgan
 Morin Dany,1985,Canadian,Politician,G,M,AD,"Morin, DanyDany Morin",NA,https://en.wikipedia.org/wiki/Dany_Morin
 Morris Chris,1979,British,"Activist, journalist",G,M,AD,"Morris, ChrisChris Morris",NA,https://en.wikipedia.org/wiki/Chris_Morris
 Morris Paul,,American,"Porn director, producer",G,M,AD,"Morris, PaulPaul Morris",NA,https://en.wikipedia.org/wiki/Paul_Morris
 Morrison Rachel,1978,American,Cinematographer,L,F,AD,"Morrison, RachelRachel Morrison",NA,https://en.wikipedia.org/wiki/Rachel_Morrison
 Morrison Terry,,American,Politician,G,M,AD,"Morrison, TerryTerry Morrison",NA,https://en.wikipedia.org/wiki/Terry_Morrison
 Moses Daniel David,1952,Canadian,Writer,G,M,AD,"Moses, Daniel DavidDaniel David Moses",NA,https://en.wikipedia.org/wiki/Daniel_David_Moses
 Mould Bob,1960,American,"Rock musician (Hüsker Dü, Sugar)",G,M,AD,"Mould, BobBob Mould",NA,https://en.wikipedia.org/wiki/Bob_Mould
 Mullally Megan,1958,American,Actor,B,F,AD,"Mullally, MeganMegan Mullally",NA,https://en.wikipedia.org/wiki/Megan_Mullally
 Munson Ona,1903-1955,American,Actor,L,F,AD,"Munson, OnaOna Munson",NA,https://en.wikipedia.org/wiki/Ona_Munson
 Munteanu Neculai Constantin,1941,Romanian,Anti-communist dissident,G,M,AD,"Munteanu, Neculai ConstantinNeculai Constantin Munteanu",NA,https://en.wikipedia.org/wiki/Neculai_Constantin_Munteanu
 Maefering Mirjam,1969,German,Writer,L,F,AD,"Müntefering, MirjamMirjam Müntefering",NA,0
 Munter Alex,1968,Canadian,"Politician, journalist",G,M,AD,"Munter, AlexAlex Munter",NA,https://en.wikipedia.org/wiki/Alex_Munter
 Man Zeki,1931-1996,Turkish,Actor,G,M,AD,"Müren, ZekiZeki Müren",NA,0
 Murphy Diane,1964,American,Actor,L,F,AD,"Murphy, DianeDiane Murphy",NA,https://en.wikipedia.org/wiki/Diane_Murphy
 Murphy Peter,1949,American,Politician,G,M,AD,"Murphy, PeterPeter Murphy",NA,https://en.wikipedia.org/wiki/Peter_Murphy
 Murphy Ryan,1966,American,"Writer, director",G,M,AD,"Murphy, RyanRyan Murphy",NA,https://en.wikipedia.org/wiki/Ryan_Murphy
 Murnau F W,1888-1931,German,Director,G,M,AD,"Murnau, F. W.F. W. Murnau",NA,https://en.wikipedia.org/wiki/F_W_Murnau
 Murray Ed,1955,American,Politician,G,M,AD,"Murray, EdEd Murray",NA,https://en.wikipedia.org/wiki/Ed_Murray
 Murray Glen,1957,Canadian,Politician,G,M,AD,"Murray, GlenGlen Murray",NA,https://en.wikipedia.org/wiki/Glen_Murray
 Muschamp Herbert,1947-2007,American,Architecture critic,G,M,AD,"Muschamp, HerbertHerbert Muschamp",NA,https://en.wikipedia.org/wiki/Herbert_Muschamp
 Mutchnick Max,1965,American,Television producer,G,M,AD,"Mutchnick, MaxMax Mutchnick",NA,https://en.wikipedia.org/wiki/Max_Mutchnick
 Mwanga I of Buganda,1868-1903,Bugandan,King,G,M,AD,Mwanga II of Buganda,NA,0
 Myers Billie,1971,English,Pop musician,B,M,AD,"Myers, BillieBillie Myers",NA,https://en.wikipedia.org/wiki/Billie_Myers
 Nader George,1921-2002,American,"Film, television actor",G,M,AD,"Nader, GeorgeGeorge Nader",NA,https://en.wikipedia.org/wiki/George_Nader
 Nagourney Adam,1954,American,Journalist,G,M,AD,"Nagourney, AdamAdam Nagourney",NA,https://en.wikipedia.org/wiki/Adam_Nagourney
 Nairn Kristian,1975,Northern Irish,"Actor, DJ",G,M,AD,"Nairn, KristianKristian Nairn",NA,https://en.wikipedia.org/wiki/Kristian_Nairn
 Najimy Kathy,1957,American,Actor,B,F,AD,"Najimy, KathyKathy Najimy",NA,https://en.wikipedia.org/wiki/Kathy_Najimy
 Naked Bif,1971,Canadian,"Musician, actor",B,M,AD,"Naked, BifBif Naked",NA,https://en.wikipedia.org/wiki/Bif_Naked
 Name Billy,1940,American,Photographer,G,M,AD,"Name, BillyBilly Name",NA,https://en.wikipedia.org/wiki/Billy_Name
 Nathan Turner John,1947-2002,English,Television producer,G,M,AD,"Nathan-Turner, JohnJohn Nathan-Turner",NA,https://en.wikipedia.org/wiki/John_Nathan_Turner
 Nava Michael,1954,American,Writer,G,M,AD,"Nava, MichaelMichael Nava",NA,https://en.wikipedia.org/wiki/Michael_Nava
 Navarre Yves,1940-1994,French,Writer,G,M,AD,"Navarre, YvesYves Navarre",NA,https://en.wikipedia.org/wiki/Yves_Navarre
 Navratilova Martina,1956,Czech,Tennis player,L,F,AD,"Navratilova, MartinaMartina Navratilova",NA,https://en.wikipedia.org/wiki/Martina_Navratilova
 Nazimova Alla,1879-1945,Ukrainian,Actor,B,F,AD,"Nazimova, AllaAlla Nazimova",NA,https://en.wikipedia.org/wiki/Alla_Nazimova
 Ndegeocello Me'shell,1968,American,Musician,B,M,AD,"Ndegeocello, Me'shellMe'shell Ndegeocello",NA,https://en.wikipedia.org/wiki/Me'shell_Ndegeocello
 Nebbeling Ted,1943-2009,Canadian,Politician,G,M,AD,"Nebbeling, TedTed Nebbeling",NA,https://en.wikipedia.org/wiki/Ted_Nebbeling
 Negin Louis,,Canadian,"Actor, playwright",G,M,AD,"Negin, LouisLouis Negin",NA,https://en.wikipedia.org/wiki/Louis_Negin
 Negoi �escu Ion,1921-1993,Romanian,"literary historian, critic, poet, novelist and memoirist",G,M,AD,"Negoiţescu, IonIon Negoiţescu",NA,0
 Nelson Kenneth,1930-1993,American,Actor,G,M,AD,"Nelson, KennethKenneth Nelson",NA,https://en.wikipedia.org/wiki/Kenneth_Nelson
 Nelson Mike,,American,Politician,G,M,AD,"Nelson, MikeMike Nelson",NA,https://en.wikipedia.org/wiki/Mike_Nelson
 Nepela Ondrej,1951-1989,Slovak,Figure skater,G,M,AD,"Nepela, OndrejOndrej Nepela",NA,https://en.wikipedia.org/wiki/Ondrej_Nepela
 Nes Adi,1966,Israeli,Photographer,G,M,AD,"Nes, AdiAdi Nes",NA,https://en.wikipedia.org/wiki/Adi_Nes
 Nesselbush Donna,1962,American,"Politician, lawyer, judge",L,F,AD,"Nesselbush, DonnaDonna Nesselbush",NA,https://en.wikipedia.org/wiki/Donna_Nesselbush
 Nestle Joan,1940,American,"Activist, writer",L,F,AD,"Nestle, JoanJoan Nestle",NA,https://en.wikipedia.org/wiki/Joan_Nestle
 Newman Leslea,1955,American,Writer,L,F,AD,"Newman, LesléaLesléa Newman",NA,https://en.wikipedia.org/wiki/Leslea_Newman
 Newton Robert,1981,English,Athlete,G,M,AD,"Newton, RobertRobert Newton",NA,https://en.wikipedia.org/wiki/Robert_Newton
 Newton Davis Billy,1951,Canadian,Musician,G,M,AD,"Newton-Davis, BillyBilly Newton-Davis",NA,0
 Ngongang Joel Gustave Nana,1982,Cameroon,AIDS activist,G,M,AD,"Ngongang, Joel Gustave NanaJoel Gustave Nana Ngongang",NA,0
 Nicholls Sheila,1970,English,Musician,L,F,AD,"Nicholls, SheilaSheila Nicholls",NA,https://en.wikipedia.org/wiki/Sheila_Nicholls
 Nichols Beverley,1898-1983,English,"Playwright, actor, novelist, composer",G,M,AD,"Nichols, BeverleyBeverley Nichols",NA,https://en.wikipedia.org/wiki/Beverley_Nichols
 Nichols Jack,1938-2005,American,"Writer, LGBT rights activist",G,M,AD,"Nichols, JackJack Nichols",NA,https://en.wikipedia.org/wiki/Jack_Nichols
 Nicholson John Gambril,1866-1931,English,"Schoolteacher, Uranian poet",G,M,AD,"Nicholson, John GambrilJohn Gambril Nicholson",NA,https://en.wikipedia.org/wiki/John_Gambril_Nicholson
 Nickerson Bruce William,1941,American,Lawyer,G,M,AD,"Nickerson, Bruce WilliamBruce William Nickerson",NA,https://en.wikipedia.org/wiki/Bruce_William_Nickerson
 Nicole Jasika,1980,American,Actor,L,F,AD,"Nicole, JasikaJasika Nicole",NA,https://en.wikipedia.org/wiki/Jasika_Nicole
 Nicoletta Daniel,1954,American,"Photographer, LGBT rights activist",G,M,AD,"Nicoletta, DanielDaniel Nicoletta",NA,https://en.wikipedia.org/wiki/Daniel_Nicoletta
 Nicolson Harold,1886-1968,English,"Diplomat, author",B,M,AD,"Nicolson, HaroldHarold Nicolson",NA,https://en.wikipedia.org/wiki/Harold_Nicolson
 Niedwiecki Anthony,1967,American,"Law professor, LGBT activist, politician",G,M,AD,"Niedwiecki, AnthonyAnthony Niedwiecki",NA,https://en.wikipedia.org/wiki/Anthony_Niedwiecki
 Nihilson Deke,1968,American,"Musician, anarchist",G,M,AD,"Nihilson, DekeDeke Nihilson",NA,https://en.wikipedia.org/wiki/Deke_Nihilson
 Nikolais Alwin,1910-1993,American,"Dancer, choreographer, composer",G,M,AD,"Nikolais, AlwinAlwin Nikolais",NA,https://en.wikipedia.org/wiki/Alwin_Nikolais
 Nilsen Dennis,1945,Scottish,Serial killer,G,M,AD,"Nilsen, DennisDennis Nilsen",NA,https://en.wikipedia.org/wiki/Dennis_Nilsen
 Nilsen Ingrid,1989,American,YouTube personality,L,F,AD,"Nilsen, IngridIngrid Nilsen",NA,https://en.wikipedia.org/wiki/Ingrid_Nilsen
 Nin Anaanaa,1903-1977,American,Diarist,B,F,AD,"Nin, AnaïsAnaïs Nin",NA,0
 Ninja Willi,1961-2006,American,"Dancer, choreographer",G,M,AD,"Ninja, WilliWilli Ninja",NA,https://en.wikipedia.org/wiki/Willi_Ninja
 Nixon Cynthia,1966,American,Actor,B,F,AD,"Nixon, CynthiaCynthia Nixon",NA,https://en.wikipedia.org/wiki/Cynthia_Nixon
 Nijinsky Vaslav,1889-1950,Russian,Dancer,B,M,AD,"Nijinsky, VaslavVaslav Nijinsky",NA,https://en.wikipedia.org/wiki/Vaslav_Nijinsky
 Nkoli Simon,1957-1998,South African,AIDS and LGBT rights activist.,G,M,AD,"Nkoli, SimonSimon Nkoli",NA,https://en.wikipedia.org/wiki/Simon_Nkoli
 Noble Elaine,1944,American,"Politician, activist",L,F,AD,"Noble, ElaineElaine Noble",NA,https://en.wikipedia.org/wiki/Elaine_Noble
 Nolan Anna,1970,Irish,Television presenter,L,F,AD,"Nolan, AnnaAnna Nolan",NA,https://en.wikipedia.org/wiki/Anna_Nolan
 Nolan Faith,1957,Canadian,Singer/songwriter,L,F,AD,"Nolan, FaithFaith Nolan",NA,https://en.wikipedia.org/wiki/Faith_Nolan
 Nolan Richard T,1937,American,"Philosopher, Episcopal Canon, Author",L,F,AD,"Nolan, Richard T.Richard T. Nolan",NA,0
 Noll Lou B Bink,1927-1986,American,Poet,L,F,AD,"Noll, Lou B. (""Bink"")Lou B. (""Bink"") Noll",NA,0
 Nomi Klaus,1944-1983,German,Musician,G,M,AD,"Nomi, KlausKlaus Nomi",NA,https://en.wikipedia.org/wiki/Klaus_Nomi
 Nordby Bente,1974,Norwegian,Football (soccer) player,L,F,AD,"Nordby, BenteBente Nordby",NA,https://en.wikipedia.org/wiki/Bente_Nordby
 Nordin Siiri,1980,Finnish,Musician,L,F,AD,"Nordin, SiiriSiiri Nordin",NA,https://en.wikipedia.org/wiki/Siiri_Nordin
 Norman Peg,1964,Canadian,"Filmmaker, politician",L,F,AD,"Norman, PegPeg Norman",NA,https://en.wikipedia.org/wiki/Peg_Norman
 Normington John,1937-2007,English,Actor,G,M,AD,"Normington, JohnJohn Normington",NA,https://en.wikipedia.org/wiki/John_Normington
 Norris Colin,1976,English,Serial killer,G,M,AD,"Norris, ColinColin Norris",NA,https://en.wikipedia.org/wiki/Colin_Norris
 Norris David,1944,Irish,Civil rights campaigner,G,M,AD,"Norris, DavidDavid Norris",NA,https://en.wikipedia.org/wiki/David_Norris
 Norse Harold,1916-2009,American,Writer,G,M,AD,"Norse, HaroldHarold Norse",NA,https://en.wikipedia.org/wiki/Harold_Norse
 Kevin and Don Norte,1962,American,Politicians,G,M,AD,Norte Kevin !Kevin and Don Norte,NA,0
 Norton Graham,1963,Irish,"Talk show host, comedian, actor",G,M,AD,"Norton, GrahamGraham Norton",NA,https://en.wikipedia.org/wiki/Graham_Norton
 Norton Keith,1941,Canadian,Politician,G,M,AD,"Norton, KeithKeith Norton",NA,https://en.wikipedia.org/wiki/Keith_Norton
 Norton Scott,1982,American,"Professional bowler, attorney",G,M,AD,"Norton, ScottScott Norton",NA,https://en.wikipedia.org/wiki/Scott_Norton
 Notley Smith Bruce,1964,Australian,Politician,G,M,AD,"Notley-Smith, BruceBruce Notley-Smith",NA,0
 Novarro Ramon,1899-1968,Mexican,Actor,G,M,AD,"Novarro, RamónRamón Novarro",NA,https://en.wikipedia.org/wiki/Ramon_Novarro
 Novello Ivor,1893-1951,Welsh,"Actor, composer, musician",G,M,AD,"Novello, IvorIvor Novello",NA,https://en.wikipedia.org/wiki/Ivor_Novello
 Novo Salvador,1904-1974,Mexican,"Poet, playwright",G,M,AD,"Novo, SalvadorSalvador Novo",NA,https://en.wikipedia.org/wiki/Salvador_Novo
 Nri Cyril,1961,Nigerian,Actor,G,M,AD,"Nri, CyrilCyril Nri",NA,https://en.wikipedia.org/wiki/Cyril_Nri
 Nugent Richard Bruce,1906-1987,American,Author,G,M,AD,"Nugent, Richard BruceRichard Bruce Nugent",NA,https://en.wikipedia.org/wiki/Richard_Bruce_Nugent
 Nureyev Rudolf,1938-1993,Russian,Dancer,G,M,AD,"Nureyev, RudolfRudolf Nureyev",NA,https://en.wikipedia.org/wiki/Rudolf_Nureyev
 Nuwas Abu,756-814,Arab/ Persian,Classical Arabic Poet,G,M,AD,"Nuwas, AbuAbu Nuwas",NA,https://en.wikipedia.org/wiki/Abu_Nuwas
 Nyberg Katja,1979,Norwegian,Handball player,L,F,AD,"Nyberg, KatjaKatja Nyberg",NA,https://en.wikipedia.org/wiki/Katja_Nyberg
 Nyad Diana,1949,American,Swimmer,L,F,AD,"Nyad, DianaDiana Nyad",NA,https://en.wikipedia.org/wiki/Diana_Nyad
 Nyswaner Ron,1956,American,"Screenwriter, film director",G,M,AD,"Nyswaner, RonRon Nyswaner",NA,https://en.wikipedia.org/wiki/Ron_Nyswaner
 O Rachid,1970,Moroccan,Writer,G,M,AD,"O., RachidRachid O.",NA,https://en.wikipedia.org/wiki/Rachid_O
aearcaigh  Cathal,1956,Irish,Poet,G,M,AD,"Ó Searcaigh, CathalCathal Ó Searcaigh",NA,0
 Oakley Ed,,American,Politician,G,M,AD,"Oakley, EdEd Oakley",NA,https://en.wikipedia.org/wiki/Ed_Oakley
 Oakley Tyler,1989,American,YouTube personality,G,M,AD,"Oakley, TylerTyler Oakley",NA,https://en.wikipedia.org/wiki/Tyler_Oakley
 Obejas Achy,1956,Cuban,Writer,G,M,AD,"Obejas, AchyAchy Obejas",NA,https://en.wikipedia.org/wiki/Achy_Obejas
 Graeme Obree,1965,Scottish,Cyclist,G,M,AD,Graeme Obree,NA,https://en.wikipedia.org/wiki/Graeme_Obree
 O' Byrne Charles J,1964,American,"Politician, ex-Priest",G,M,AD,"O'Byrne, Charles J.Charles J. O'Byrne",NA,0
 Ocean Frank,1987,American,"Rapper, singer",B,M,AD,"Ocean, FrankFrank Ocean",NA,https://en.wikipedia.org/wiki/Frank_Ocean
 Ochs Robyn,1958,American,"Activist, writer",B,F,AD,"Ochs, RobynRobyn Ochs",NA,https://en.wikipedia.org/wiki/Robyn_Ochs
 O' Connor Sinead,1966,Irish,Musician,B,M,AD,"O'Connor, SinéadSinéad O'Connor",NA,0
 Odeman Robert,1904-1985,German,"Pianist, composer",G,M,AD,"Odeman, RobertRobert Odeman",NA,https://en.wikipedia.org/wiki/Robert_Odeman
 O' Donnell Daniel,1960,American,Politician,G,M,AD,"O'Donnell, DanielDaniel O'Donnell",NA,https://en.wikipedia.org/wiki/Daniel_O'_Donnell
 O' Donnell Rosie,1962,American,"Comedian, talk show host, actor",L,F,AD,"O'Donnell, RosieRosie O'Donnell",NA,https://en.wikipedia.org/wiki/Rosie_O'_Donnell
 O' Gorman Colm,1966,Irish,Executive Director of Amnesty International in Ireland,G,M,AD,"O'Gorman, ColmColm O'Gorman",NA,0
 O' Grady Paul,1955,English,"Comedian, TV host",G,M,AD,"O'Grady, PaulPaul O'Grady",NA,0
 O' Grady Paul,1960,Australian,Politician,G,M,AD,"O'Grady, PaulPaul O'Grady",NA,0
 O' Hara Frank,1926-1966,American,Poet,G,M,AD,"O'Hara, FrankFrank O'Hara",NA,0
 O' Hare Denis,1962,American,Actor,G,M,AD,"O'Hare, DenisDenis O'Hare",NA,0
 Ohlson Elisabeth,1961,Swedish,Photographer,L,F,AD,"Ohlson, ElisabethElisabeth Ohlson",NA,https://en.wikipedia.org/wiki/Elisabeth_Ohlson
 Olague Christina,1961,American,Politician,B,F,AD,"Olague, ChristinaChristina Olague",NA,https://en.wikipedia.org/wiki/Christina_Olague
 O' Leary Jean,1948-2005,American,Lesbian rights activist,L,F,AD,"O'Leary, JeanJean O'Leary",NA,0
 Oldfield Maurice,1915-1981,English,Intelligence officer,G,M,AD,"Oldfield, MauriceMaurice Oldfield",NA,https://en.wikipedia.org/wiki/Maurice_Oldfield
 Olexander Andrew,1965,Australian,Politician,G,M,AD,"Olexander, AndrewAndrew Olexander",NA,https://en.wikipedia.org/wiki/Andrew_Olexander
 Oliver David,1962-1991,American,Actor,G,M,AD,"Oliver, DavidDavid Oliver",NA,https://en.wikipedia.org/wiki/David_Oliver
 Oliver Mary,1935,American,Poet,L,F,AD,"Oliver, MaryMary Oliver",NA,https://en.wikipedia.org/wiki/Mary_Oliver
 Oliveros Pauline,1932,American,"Accordionist, composer",L,F,AD,"Oliveros, PaulinePauline Oliveros",NA,https://en.wikipedia.org/wiki/Pauline_Oliveros
 Olivier Laurence,1907-1989,British,Actor,B,M,AD,"Olivier, LaurenceLaurence Olivier",NA,https://en.wikipedia.org/wiki/Laurence_Olivier
 Olmert Dana,1972,Israeli,Professor,L,F,AD,"Olmert, DanaDana Olmert",NA,https://en.wikipedia.org/wiki/Dana_Olmert
 O' Lovely Olivia,1976,American,Porn star,B,F,AD,"O'Lovely, OliviaOlivia O'Lovely",NA,0
 Olsdal Stefan,1974,Swedish,Musician (Placebo),G,M,AD,"Olsdal, StefanStefan Olsdal",NA,https://en.wikipedia.org/wiki/Stefan_Olsdal
 Olsen Bree,1986,American,Former porn star,B,F,AD,"Olsen, BreeBree Olsen",NA,https://en.wikipedia.org/wiki/Bree_Olsen
 Olsen Mark V,1962,American,Screenwriter and television producer,G,M,AD,"Olsen, Mark V.Mark V. Olsen",NA,https://en.wikipedia.org/wiki/Mark_V_Olsen
 O' Meara Ryan,1984,American,Ice dancer and figure skating coach,G,M,AD,"O'Meara, RyanRyan O'Meara",NA,0
 Ondine,1937-1989,American,Actor,G,M,AD,Ondine !Ondine,NA,https://en.wikipedia.org/wiki/Ondine
 O' Neill Jamie,1962,Irish,Writer,G,M,AD,"O'Neill, JamieJamie O'Neill",NA,0
 Ong Han,1968,Filipino-American,"Novelist, playwright",G,M,AD,"Ong, HanHan Ong",NA,https://en.wikipedia.org/wiki/Han_Ong
 O' Regan Seamus,1971,Canadian,Broadcast journalist,G,M,AD,"O'Regan, SeamusSeamus O'Regan",NA,0
 Origliasso Jessica,1984,Australian,"Lead singer in The Veronicas, animal rights spokeswoman",B,F,AD,"Origliasso, JessicaJessica Origliasso",NA,https://en.wikipedia.org/wiki/Jessica_Origliasso
 Orman Suze,1951,American,"Personal finance guru, talk show host, author",L,F,AD,"Orman, SuzeSuze Orman",NA,https://en.wikipedia.org/wiki/Suze_Orman
 Orner Eric,,American,Cartoonist,G,M,AD,"Orner, EricEric Orner",NA,https://en.wikipedia.org/wiki/Eric_Orner
 Orser Brian,1961,Canadian,Olympic figure skater,G,M,AD,"Orser, BrianBrian Orser",NA,https://en.wikipedia.org/wiki/Brian_Orser
 Orton Joe,1933-1967,British,Playwright,G,M,AD,"Orton, JoeJoe Orton",NA,https://en.wikipedia.org/wiki/Joe_Orton
 Osbourne Sharon,1952,British,"Television host, media personality, television talent competition judge, author, music manager, businesswoman, promoter",B,F,AD,"Osbourne, SharonSharon Osbourne",NA,https://en.wikipedia.org/wiki/Sharon_Osbourne
 Oshiro Blake,1970,American,Politician,G,M,AD,"Oshiro, BlakeBlake Oshiro",NA,https://en.wikipedia.org/wiki/Blake_Oshiro
 Otsuji Kanako,1974,Japanese,Japan's first openly lesbian politician,L,F,AD,"Otsuji, KanakoKanako Otsuji",NA,https://en.wikipedia.org/wiki/Otsuji_Kanako
 Outen Sarah,1985,English,"Athlete, adventurer",L,F,AD,"Outen, SarahSarah Outen",NA,https://en.wikipedia.org/wiki/Sarah_Outen
 Oversby Alan,1933-1996,English,Body modification pioneer,G,M,AD,"Oversby, AlanAlan Oversby",NA,https://en.wikipedia.org/wiki/Alan_Oversby
 Owen Sean Ethan,1981-2004,American,Murder victim,G,M,AD,"Owen, Sean EthanSean Ethan Owen",NA,https://en.wikipedia.org/wiki/Sean_Ethan_Owen
 Owen Wilfred,1893-1918,English,Poet and soldier,G,M,AD,"Owen, WilfredWilfred Owen",NA,https://en.wikipedia.org/wiki/Wilfred_Owen
 Owens Nigel,1971,Welsh,International rugby union referee,G,M,AD,"Owens, NigelNigel Owens",NA,https://en.wikipedia.org/wiki/Nigel_Owens
 Owens Rick,1962,American,Fashion designer,G,M,AD,"Owens, RickRick Owens",NA,https://en.wikipedia.org/wiki/Rick_Owens
 Oxford Jeanette Mott,1954,American,Missouri's first openly lesbian state legislator,L,F,AD,"Oxford, Jeanette MottJeanette Mott Oxford",NA,https://en.wikipedia.org/wiki/Jeanette_Mott_Oxford
 Ozon Franas,1967,French,"Film director, screenwriter",G,M,AD,"Ozon, FrançoisFrançois Ozon",NA,0
